incident_id,timestamp,event_type,severity,region,resolution_time_min,resolution_method
378,2024-05-01 01:40:00,buffering,high,US-East,65,manual_intervention
379,2024-06-14 10:36:00,buffering,high,US-East,31,cdn_failover
380,2024-06-26 18:30:00,audio_sync,low,US-East,89,encoder_reset
381,2024-05-19 18:42:00,buffering,low,EU-Central,4,cdn_failover
382,2024-05-30 04:48:00,cdn_timeout,high,US-East,40,cdn_failover
383,2024-05-24 07:36:00,latency_spike,medium,LATAM,44,manual_intervention
384,2024-02-05 22:46:00,buffering,medium,EU-Central,8,restart_stream
385,2024-04-21 07:53:00,buffering,medium,LATAM,78,manual_intervention
386,2024-03-24 00:40:00,audio_sync,high,APAC,64,cdn_failover
387,2024-04-01 17:24:00,latency_spike,low,LATAM,86,manual_intervention
388,2024-01-22 19:18:00,stream_drop,high,US-East,36,cdn_failover
389,2024-04-07 22:50:00,cdn_timeout,low,APAC,42,encoder_reset
390,2024-01-28 02:00:00,audio_sync,medium,EU-Central,15,cdn_failover
391,2024-01-23 05:27:00,latency_spike,medium,LATAM,54,restart_stream
392,2024-01-07 02:22:00,encoder_fault,low,LATAM,102,encoder_reset
393,2024-04-08 00:18:00,latency_spike,medium,US-East,94,auto_recover
394,2024-03-03 18:33:00,stream_drop,medium,US-West,19,encoder_reset
395,2024-03-18 08:31:00,stream_drop,low,APAC,37,manual_intervention
396,2024-03-17 15:50:00,buffering,medium,US-West,94,manual_intervention
397,2024-06-01 19:12:00,latency_spike,low,EU-Central,2,manual_intervention
398,2024-03-26 19:24:00,audio_sync,medium,APAC,106,auto_recover
399,2024-02-04 09:20:00,encoder_fault,critical,US-West,132,encoder_reset
400,2024-02-15 12:20:00,audio_sync,high,APAC,75,cdn_failover
401,2024-03-24 12:17:00,latency_spike,medium,LATAM,27,auto_recover
402,2024-05-19 05:43:00,encoder_fault,low,APAC,92,cdn_failover
403,2024-04-22 09:53:00,cdn_timeout,low,APAC,88,manual_intervention
404,2024-02-05 20:19:00,stream_drop,low,US-West,93,manual_intervention
405,2024-04-06 02:28:00,encoder_fault,medium,APAC,70,auto_recover
406,2024-06-26 13:34:00,buffering,high,EU-Central,91,auto_recover
407,2024-06-01 20:58:00,buffering,low,US-West,86,encoder_reset
408,2024-02-12 20:39:00,buffering,medium,APAC,98,encoder_reset
409,2024-04-20 03:00:00,buffering,low,LATAM,97,auto_recover
410,2024-05-22 18:44:00,encoder_fault,low,EU-Central,52,manual_intervention
411,2024-06-22 18:44:00,encoder_fault,low,US-East,63,restart_stream
412,2024-03-16 13:58:00,buffering,low,US-West,46,encoder_reset
413,2024-03-28 14:50:00,stream_drop,medium,EU-Central,62,restart_stream
414,2024-04-22 23:44:00,latency_spike,medium,EU-Central,7,restart_stream
415,2024-01-06 10:41:00,buffering,medium,US-West,96,cdn_failover
416,2024-05-12 05:35:00,stream_drop,medium,APAC,61,cdn_failover
417,2024-04-13 20:11:00,stream_drop,medium,APAC,52,restart_stream
418,2024-06-06 06:28:00,encoder_fault,medium,US-East,92,cdn_failover
419,2024-02-22 08:48:00,cdn_timeout,high,US-East,75,restart_stream
420,2024-05-17 05:23:00,audio_sync,low,US-East,35,manual_intervention
421,2024-05-15 20:20:00,encoder_fault,medium,APAC,77,restart_stream
422,2024-03-30 11:54:00,latency_spike,medium,EU-Central,119,auto_recover
423,2024-05-31 02:43:00,stream_drop,medium,US-West,41,restart_stream
424,2024-02-16 11:44:00,stream_drop,medium,APAC,78,cdn_failover
425,2024-05-27 12:27:00,stream_drop,medium,LATAM,90,cdn_failover
426,2024-05-22 05:31:00,audio_sync,low,EU-Central,109,manual_intervention
427,2024-06-07 01:55:00,audio_sync,critical,APAC,44,cdn_failover
428,2024-04-08 17:32:00,cdn_timeout,medium,APAC,55,manual_intervention
429,2024-05-05 05:05:00,encoder_fault,low,US-West,39,restart_stream
430,2024-03-11 07:34:00,audio_sync,low,APAC,74,manual_intervention
431,2024-05-20 16:07:00,encoder_fault,low,LATAM,107,encoder_reset
432,2024-05-18 01:48:00,cdn_timeout,medium,US-West,56,restart_stream
433,2024-06-16 07:19:00,buffering,medium,EU-Central,112,restart_stream
434,2024-04-22 03:49:00,stream_drop,low,LATAM,90,encoder_reset
435,2024-06-05 20:27:00,stream_drop,medium,US-West,106,cdn_failover
436,2024-01-16 18:22:00,encoder_fault,low,LATAM,23,encoder_reset
437,2024-06-29 09:18:00,encoder_fault,low,LATAM,117,restart_stream
438,2024-02-04 13:58:00,buffering,critical,US-West,189,cdn_failover
439,2024-03-04 04:45:00,audio_sync,high,APAC,64,cdn_failover
440,2024-05-27 20:17:00,cdn_timeout,medium,APAC,11,restart_stream
441,2024-04-13 16:47:00,audio_sync,medium,EU-Central,60,manual_intervention
442,2024-03-24 18:00:00,cdn_timeout,low,APAC,83,encoder_reset
443,2024-01-17 17:25:00,stream_drop,critical,US-West,136,encoder_reset
444,2024-03-23 09:21:00,encoder_fault,medium,LATAM,111,manual_intervention
445,2024-03-28 21:48:00,buffering,low,APAC,4,restart_stream
446,2024-02-10 14:29:00,buffering,critical,APAC,61,cdn_failover
447,2024-06-15 09:10:00,audio_sync,low,EU-Central,34,restart_stream
448,2024-04-05 21:57:00,cdn_timeout,low,APAC,82,encoder_reset
449,2024-06-28 07:27:00,cdn_timeout,low,US-East,2,cdn_failover
450,2024-05-02 02:08:00,encoder_fault,low,APAC,3,restart_stream
451,2024-06-27 10:52:00,buffering,critical,APAC,187,cdn_failover
452,2024-05-02 02:14:00,latency_spike,low,US-East,15,encoder_reset
453,2024-04-04 09:08:00,latency_spike,high,US-West,84,cdn_failover
454,2024-01-18 16:36:00,buffering,medium,US-West,58,encoder_reset
455,2024-02-24 20:47:00,stream_drop,critical,LATAM,185,manual_intervention
456,2024-02-25 02:57:00,buffering,low,US-East,77,manual_intervention
457,2024-03-30 13:20:00,stream_drop,low,US-East,33,auto_recover
458,2024-06-02 19:46:00,encoder_fault,low,US-East,110,encoder_reset
459,2024-02-22 16:38:00,encoder_fault,low,APAC,39,restart_stream
460,2024-03-02 15:24:00,buffering,low,LATAM,11,auto_recover
461,2024-01-04 11:59:00,audio_sync,low,LATAM,55,encoder_reset
462,2024-05-19 21:11:00,latency_spike,critical,US-East,14,auto_recover
463,2024-01-18 00:16:00,stream_drop,low,US-East,103,manual_intervention
464,2024-05-09 09:40:00,cdn_timeout,medium,APAC,56,manual_intervention
465,2024-01-22 20:34:00,encoder_fault,medium,EU-Central,12,encoder_reset
466,2024-01-21 16:58:00,stream_drop,critical,US-West,147,encoder_reset
467,2024-04-10 18:40:00,cdn_timeout,medium,US-East,41,manual_intervention
468,2024-03-02 01:15:00,buffering,critical,US-East,126,auto_recover
469,2024-06-04 01:19:00,cdn_timeout,high,US-West,17,restart_stream
470,2024-02-05 22:00:00,stream_drop,medium,EU-Central,68,auto_recover
471,2024-03-07 05:23:00,stream_drop,high,EU-Central,95,restart_stream
472,2024-01-08 10:51:00,latency_spike,low,US-East,35,auto_recover
473,2024-06-09 02:31:00,latency_spike,medium,US-East,65,auto_recover
474,2024-02-12 11:10:00,audio_sync,high,LATAM,88,restart_stream
475,2024-02-28 23:32:00,buffering,low,US-East,33,restart_stream
476,2024-04-30 11:24:00,stream_drop,low,US-East,72,manual_intervention
477,2024-02-27 10:15:00,latency_spike,critical,EU-Central,79,restart_stream
478,2024-05-26 11:07:00,encoder_fault,medium,US-East,24,cdn_failover
479,2024-05-12 01:25:00,buffering,high,EU-Central,101,encoder_reset
480,2024-03-24 02:35:00,latency_spike,low,US-West,39,auto_recover
481,2024-03-18 23:39:00,stream_drop,medium,LATAM,65,cdn_failover
482,2024-05-19 07:09:00,buffering,critical,US-East,69,auto_recover
483,2024-03-29 20:53:00,cdn_timeout,high,EU-Central,2,manual_intervention
484,2024-03-19 03:13:00,encoder_fault,critical,APAC,135,restart_stream
485,2024-02-06 22:17:00,buffering,low,US-West,116,auto_recover
486,2024-04-15 22:57:00,audio_sync,medium,US-East,76,restart_stream
487,2024-05-09 04:40:00,latency_spike,low,LATAM,9,manual_intervention
488,2024-06-18 04:15:00,audio_sync,low,EU-Central,120,manual_intervention
489,2024-06-28 23:20:00,audio_sync,medium,US-West,11,cdn_failover
490,2024-02-04 18:06:00,stream_drop,low,APAC,61,encoder_reset
491,2024-04-14 03:34:00,audio_sync,critical,US-West,125,encoder_reset
492,2024-04-28 08:54:00,buffering,low,EU-Central,107,auto_recover
493,2024-01-11 06:53:00,audio_sync,low,US-West,47,manual_intervention
494,2024-05-11 01:43:00,audio_sync,low,US-West,5,manual_intervention
495,2024-04-25 17:47:00,encoder_fault,low,APAC,15,cdn_failover
496,2024-02-01 00:03:00,stream_drop,low,APAC,49,restart_stream
497,2024-05-29 18:16:00,buffering,low,US-East,27,manual_intervention
498,2024-02-02 02:57:00,audio_sync,low,APAC,8,cdn_failover
499,2024-05-26 13:52:00,cdn_timeout,medium,US-East,50,manual_intervention
500,2024-02-14 11:13:00,stream_drop,low,APAC,115,cdn_failover
